Image Name	Laplacian	Tenengrad	Brenner	FFT	combined_blur_score
0001.jpg	2.0310993657975427	1.6365780131093526	0.942019461072734	1.261862434148957	1.8338386894534477
0002.jpg	1.8535636950224172	1.5534263722836883	0.8201558254042699	1.1838548939944495	1.7034950336530528
0003.jpg	0.9836528576461316	0.8788052257653609	0.5647279538426507	0.7588033062501927	0.9312290417057463
0004.jpg	0.5197729466029174	0.5407653853387018	-0.23321694449543273	0.29171828432132824	0.5302691659708096
0006.jpg	0.6867973758549578	0.6618101926528044	0.03126179370566967	0.3755732686500233	0.674303784253881
0009.jpg	0.4010756016777435	0.4425611380757518	0.30583596357227916	0.4067463144412794	0.42181836987674765
0014.jpg	0.30099159620027427	0.09858976349879577	-0.7468387800630701	-0.182537864513394	0.19979067984953502
0015.jpg	0.6848177888413957	0.4371907080994622	-0.6676318961236387	0.18828701257633684	0.561004248470429
0016.jpg	0.8329497587248932	0.7161719921168762	0.23482000735331213	0.7043237569959881	0.7745608754208847
0018.jpg	0.8300369445707293	0.6468871921665986	-0.19559547330122468	0.5838345710917222	0.738462068368664
0019.jpg	0.817242138024571	0.589666346325586	-0.20515682160976695	0.5896987955396568	0.7034542421750785
0023.jpg	0.20839243837047333	0.14517840748749752	-0.4530751690211049	0.3783177993499291	0.17678542292898541
0028.jpg	1.6754436670690473	1.5651476565489904	0.021651846222568716	1.5477182593463497	1.6202956618090187
0029.jpg	0.371418814502172	0.6990601146925284	0.08033033731577421	1.048853206163149	0.5352394645973502
0030.jpg	0.7342646050767385	0.8181200956151091	-0.3082819859889891	0.8507233434212301	0.7761923503459238
0033.jpg	0.43917471374601824	0.5877335686830948	0.28648105679999253	0.7022102663514719	0.5134541412145566
0034.jpg	2.6185591617389674	2.039957223846615	1.0854497100736882	1.7621614242820092	2.329258192792791
0035.jpg	0.4181081973615097	0.5810470382524794	0.2709661192718182	0.6533586841816434	0.49957761780699456
0036.jpg	1.522944408911563	1.6233545479100968	0.9980605269878655	1.4610897553069313	1.57314947841083
0039.jpg	0.5957468906281916	0.6829232992330991	0.46504064177757615	0.6725035341640052	0.6393350949306453
0040.jpg	0.45503982136207816	0.5010652981892436	0.12744247864560238	0.47974543224552413	0.47805255977566086
0041.jpg	1.1849155799655762	0.6513140727348017	-0.22239886975130496	0.6908830805717415	0.9181148263501889
0046.jpg	1.0605974487857774	1.0287032689688906	-0.08357082300118378	1.0496168675652815	1.044650358877334
0051.jpg	0.31742508479004244	0.666043915448953	0.37879131870496674	0.9646262056753254	0.4917345001194977
0052.jpg	1.1313790172843372	1.4641714610635366	1.3993199289586598	1.6095272376742087	1.2977752391739368
0054.jpg	0.42362673261474054	0.6361736032490123	0.16554867267744539	0.8687761074605752	0.5299001679318764
0055.jpg	1.0493524369456266	1.4543429022146859	1.5658436682306542	1.4081887588392166	1.2518476695801564
0057.jpg	1.5909951277740284	1.6635370198599229	1.461726598505413	1.5225062160252798	1.6272660738169757
0058.jpg	0.9940186054416754	1.1719512728511836	0.6348153232223998	1.0162405207427716	1.0829849391464295
0061.jpg	2.033323438111121	1.9827711748431711	1.3193505582309173	1.7434616878726847	2.0080473064771462
0063.jpg	0.22617403879549827	0.5584266912920706	1.0956839602691357	0.6712438016241606	0.3923003650437844
0065.jpg	2.1550942770878665	2.109061029727963	2.3284409784243776	1.8401935682466852	2.1320776534079147
0066.jpg	0.5735063558722933	0.9918177690659937	0.3919550966890212	0.8833739470157846	0.7826620624691435
0067.jpg	0.6646640443127154	1.065540698290941	1.521812689189688	1.0970630806494286	0.8651023713018282
0068.jpg	1.2478610656508309	1.6431981963952123	0.6765278805444059	1.3479805392292286	1.4455296310230215
