Image Name	Laplacian	Tenengrad	Brenner	FFT	combined_blur_score
0001.jpg	2.0310993657975427	1.6365780131093526	0.942019461072734	1.261862434148957	1.8338386894534477
0002.jpg	1.8535636950224172	1.5534263722836883	0.8201558254042699	1.1838548939944495	1.7034950336530528
0003.jpg	0.9836528576461316	0.8788052257653609	0.5647279538426507	0.7588033062501927	0.9312290417057463
0004.jpg	0.5197729466029174	0.5407653853387018	-0.23321694449543273	0.29171828432132824	0.5302691659708096
0005.jpg	-0.12867830657721	-0.3590052400205805	-0.6430030272307705	-0.7127979772369222	-0.24384177329889523
0006.jpg	0.6867973758549578	0.6618101926528044	0.03126179370566967	0.3755732686500233	0.674303784253881
0007.jpg	-1.790347616787347	-1.898921134124396	-1.0626244155014708	-1.8872834292942164	-1.8446343754558714
0008.jpg	-0.6639864503699313	-0.32225403160666455	-0.48655378264307636	-0.40214661119020934	-0.49312024098829793
0009.jpg	0.4010756016777435	0.4425611380757518	0.30583596357227916	0.4067463144412794	0.42181836987674765
0010.jpg	-0.8284290024994134	-0.7258560188634225	-1.001074131931471	-1.073873681673169	-0.777142510681418
0011.jpg	-0.4896405896397831	-0.48215572339295404	-0.6781307136270623	-0.5711697532440234	-0.4858981565163686
0012.jpg	-0.42791309063060196	-0.5669247403556865	-0.6739115946869152	-0.40776306006523194	-0.4974189154931442
0013.jpg	-0.6767489439836003	-0.9287585026369879	-1.1315493383064623	-1.1441688050868886	-0.8027537233102942
0014.jpg	0.30099159620027427	0.09858976349879577	-0.7468387800630701	-0.182537864513394	0.19979067984953502
0015.jpg	0.6848177888413957	0.4371907080994622	-0.6676318961236387	0.18828701257633684	0.561004248470429
0016.jpg	0.8329497587248932	0.7161719921168762	0.23482000735331213	0.7043237569959881	0.7745608754208847
0017.jpg	-0.04168286246801923	-0.3284040081763714	-1.0627558743652903	-0.6449642610085431	-0.1850434353221953
0018.jpg	0.8300369445707293	0.6468871921665986	-0.19559547330122468	0.5838345710917222	0.738462068368664
0019.jpg	0.817242138024571	0.589666346325586	-0.20515682160976695	0.5896987955396568	0.7034542421750785
0020.jpg	-0.16248868967696095	-0.1372839354782906	-0.6744111637475877	0.06363203547797633	-0.14988631257762577
0021.jpg	-0.901654886235166	-1.0032910097602252	-0.9812452880391409	-0.7917329580714543	-0.9524729479976957
0022.jpg	-0.47303068057942405	-0.728578532099452	-1.188109514464726	-0.7550957828304149	-0.600804606339438
0023.jpg	0.20839243837047333	0.14517840748749752	-0.4530751690211049	0.3783177993499291	0.17678542292898541
0024.jpg	-0.5404847004871279	-0.26094186179626505	-0.9061956003318028	-0.08416221047785856	-0.40071328114169646
0025.jpg	-0.5819216838633653	-0.3860506663180495	-0.8051372332246743	-0.05113931809410661	-0.4839861750907074
0026.jpg	0.07745476915937473	-0.1740549745123256	-0.9332550624065813	-0.2503649477450633	-0.048300102676475436
0027.jpg	-0.5578193691294046	-0.5836497180042655	-0.8529203730794799	-0.4037792425191195	-0.570734543566835
0028.jpg	1.6754436670690473	1.5651476565489904	0.021651846222568716	1.5477182593463497	1.6202956618090187
0029.jpg	0.371418814502172	0.6990601146925284	0.08033033731577421	1.048853206163149	0.5352394645973502
0030.jpg	0.7342646050767385	0.8181200956151091	-0.3082819859889891	0.8507233434212301	0.7761923503459238
0031.jpg	0.04121297105617486	0.3864229768616622	0.3148467327204816	0.8459316985549509	0.21381797395891855
0032.jpg	-0.3890530505850649	-0.6284800619893692	-1.0570363986627882	-1.1209669159440203	-0.508766556287217
0033.jpg	0.43917471374601824	0.5877335686830948	0.28648105679999253	0.7022102663514719	0.5134541412145566
